image1_path,image2_path,confidence
../data/raw/worms/extracted/20250318/image_00271.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00272.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00273.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00274.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00275.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00276.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00277.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00278.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00279.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00280.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00281.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00282.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00283.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00284.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00285.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00286.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00287.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00288.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00289.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00290.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00291.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00292.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00293.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00294.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00295.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00296.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00297.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00298.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00299.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00300.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00301.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00302.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00303.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00304.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00305.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00306.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00307.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00308.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00309.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00310.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00311.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00312.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00313.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00314.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00315.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00316.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00317.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00318.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00319.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00320.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00321.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00322.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00323.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00324.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00325.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00326.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00327.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00328.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00329.npy,Not enough keypoints in query image,0.0000
../data/raw/worms/extracted/20250318/image_00330.npy,Not enough keypoints in query image,0.0000
